frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	abst_lv	lemma_example
Arithmetic	Reciprocality	Arithmetic							0	0	1		 	 	 	 
Arithmetic_commutative	Reciprocality	Arithmetic	Arithmetic_commutative						0	0	2		 	 	 	 
Arithmetic_non-commutative	Reciprocality	Arithmetic	Arithmetic_non-commutative						0	0	2		 	 	 	 
Armor	Protecting	Armor							44	1	1	armor	 	 	 	 
Arraignment	Process	Arraignment							38	18	1	arraign	 	 	 	 
Arranging	Event	Objective_influence	Transitive_action	Intentionally_affect	Arranging				145	117	4	deploy	x	 	x	 
Arrest	Event	Objective_influence	Transitive_action	Intentionally_affect	Arrest				236	169	4	arrest	 	 	 	 
Arriving	Event	Eventive_affecting	Arriving						965	761	2	come	 	x	 	 
Arson	Offenses	Arson							36	0	1	arsonist	 	 	 	 
Artifact	Entity	Artifact							255	0	1	technology	 	 	 	 
Artifact_subpart	Artifact_subpart								1	0	0	part	 	 	 	 
Artificiality	Attributes	Gradable_attributes	Artificiality						170	0	2	bogus	 	 	 	 
Artistic_style	Attributes	Gradable_attributes	Desirability	Aesthetics	Artistic_style				16	0	4	sound	 	 	 	 
Assemble	Event	Come_together	Assemble						7	7	2	assemble	 	 	 	 
Assessing	Cogitation	Assessing							228	201	1	assess	 	 	 	 
Assigned_location	Locale	Assigned_location							11	0	1	station	 	 	 	x
Assistance	Event	Intentionally_act	Assistance						672	451	2	aid	 	 	 	 
Asymmetric_reciprocality	Asymmetric_reciprocality								2	2	0	argue	 	 	 	 
Atonement	Event	Intentionally_act	Atonement						31	19	2	atone	 	 	 	x
Attaching	Event	Objective_influence	Transitive_action	Intentionally_affect	Attaching				474	460	4	tie	 	 	 	 
Attack	Event	Objective_influence	Transitive_action	Intentionally_affect	Attack				963	222	4	bomb	 	 	 	 
Attempt	Event	Intentionally_act	Attempt						617	303	2	endeavour	 	 	 	 
Attempt_action_scenario	Attempt_action_scenario								5	3	0	attempt	 	 	 	 
Attempt_distant_interaction_scenario	Event	Intentionally_act	Attempting_and_resolving_scenario	Attempt_distant_interaction_scenario					0	0	3		 	 	 	 
Attempt_means	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Attempt_means			26	26	5	try	 	 	 	 
Attempt_obtain_food_scenario	Event	Intentionally_act	Attempting_and_resolving_scenario	Attempt_obtain_food_scenario					0	0	3		 	 	 	 
Attempt_obtain_mineral_scenario	Event	Intentionally_act	Attempting_and_resolving_scenario	Attempt_obtain_mineral_scenario					0	0	3		 	 	 	 
Attempt_suasion	Event	Intentionally_act	Attempt	Attempt_suasion					496	422	3	pressure	 	 	 	 
Attempting_and_resolving_scenario	Event	Intentionally_act	Attempting_and_resolving_scenario						3	3	2	attempt	 	 	 	 
Attending	Event	Intentionally_act	Attending						50	30	2	attend	 	 	 	 
Attention	State	Attention							147	10	1	alert	 	 	 	x
Attention_getting	Referring_by_name	Attention_getting							3	0	1	hey	 	 	 	 
Attitude_description	Attributes	Gradable_attributes	Social_behavior_evaluation	Attitude_description					12	0	3	optimistic	 	 	 	x
Attributed_information	Statement	Attributed_information							193	6	1	according to	 	 	 	 
Attributes	Attributes								0	0	0		 	 	 	 
Authority	Influencing_potential	Authority							9	0	1	power	 	 	 	 
Avoiding	Event	Intentionally_act	Avoiding						356	329	2	escape	 	 	 	 
Awareness	Mental_activity	Awareness							1568	857	1	reckon	 	 	 	 
Awareness_situation	Awareness_situation								0	0	0		 	 	 	 
Awareness_status	Awareness_situation	Awareness_status							46	4	1	know	 	 	 	 
Bail_decision	Event	Intentionally_act	Bail_decision						44	11	2	bail	 	 	 	 
Basis_for_attribute	Relation	Basis_for_attribute							1	0	1	in	 	 	 	 
Be_in_agreement_on_action	Make_agreement_on_action	Be_in_agreement_on_action							200	10	1	deal	 	 	 	 
Be_in_agreement_on_assessment	Attributes	Gradable_attributes	Similarity	Be_in_agreement_on_assessment					60	52	3	agree	 	 	 	 
Be_on_alert	State	Process_initial_state	Activity_ready_state	Be_on_alert					22	2	3	alert	 	 	 	x
Be_subset_of	Being_included	Be_subset_of							26	12	1	among	 	 	 	 
Be_translation_equivalent	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Translating	Be_translation_equivalent		6	6	6	translate	 	 	 	 
Bearing_arms	State	Bearing_arms							60	1	1	gunman	 	 	 	x
Beat_opponent	Win_prize	Beat_opponent							162	119	1	defeat	 	 	 	 
Becoming	Event	Transition_to_state	Becoming						294	291	2	become	 	 	 	 
Becoming_a_member	Event	Intentionally_act	Becoming_a_member						116	115	2	enter	 	 	 	 
Becoming_attached	Event	Transition_to_state	Becoming	Transition_to_a_quality	Becoming_attached				40	40	4	sticking	 	 	 	 
Becoming_aware	Perception	Becoming_aware							705	659	1	discovery	 	 	 	 
Becoming_detached	Event	Transition_to_state	Becoming	Transition_to_a_quality	Becoming_detached				3	3	4	decouple	 	 	 	 
Becoming_dry	Event	Transition_to_state	Becoming	Transition_to_a_quality	Becoming_dry				19	19	4	dry	 	 	 	 
Becoming_separated	Becoming_separated								37	36	0	splitting	 	 	 	 
Becoming_silent	Becoming_silent								51	42	0	button one's lip	 	 	 	 
Becoming_visible	Event	Transition_to_state	Becoming	Transition_to_a_quality	Becoming_visible				11	11	4	appear	 	 	 	 
Behind_the_scenes	Performing_arts	Behind_the_scenes							260	124	1	score	 	 	 	 
Being_active	Attributes	Gradable_attributes	Being_active						82	0	2	active	 	 	 	 
Being_at_risk	Attributes	Gradable_attributes	Being_at_risk						168	0	2	security	 	 	 	 
Being_attached	Reciprocality	Being_attached							261	18	1	stick	 	 	 	 
Being_awake	Being_awake								26	0	0	awake	 	 	 	 
Being_born	Event	Coming_to_be	Being_born						52	51	2	bear	 	 	 	 
Being_detached	Reciprocality	Being_attached	Being_detached						7	2	2	loose	 	 	 	 
Being_dry	Attributes	Gradable_attributes	Being_dry						68	0	2	dry	 	 	 	 
Being_employed	Being_employed								366	88	0	employ	 	 	 	 
Being_in_captivity	Event	Objective_influence	Transitive_action	Intentionally_affect	Inhibit_movement	Being_in_captivity			8	0	5	prisoner	 	 	 	 
Being_in_category	Categorization	Being_in_category							10	8	1	count	 	 	 	 
Being_in_control	Event	Objective_influence	Control	Being_in_control					98	17	3	control	 	 	 	 
Being_in_effect	Required_event	Obligation_scenario	Being_in_effect						68	0	2	effective	 	 	 	 
Being_in_operation	State	Being_in_operation							10	2	1	on	 	 	 	x
Being_incarcerated	Being_in_captivity	Being_incarcerated							4	0	1	behind bars	 	 	 	 
Being_included	Being_included								0	0	0		 	 	 	 
Being_located	State	Being_located							140	74	1	situate	 	 	 	x
Being_named	Being_named								465	0	0	entitle	 	 	 	 
Being_necessary	Being_necessary								256	1	0	essential	 	 	 	 
Being_obligated	Being_obligated								84	2	0	task	 	 	 	 
Being_obligatory	Being_obligatory								177	1	0	behoove	 	 	 	 
Being_operational	Possibility	Capability	Being_operational						49	5	2	broken	 	 	 	 
Being_questionable	Attributes	Gradable_attributes	Social_behavior_evaluation	Being_questionable					94	0	3	suspect	 	 	 	 
Being_relevant	Cognitive_connection	Being_relevant							7	0	1	relevant	 	 	 	 
Being_rotted	Attributes	Gradable_attributes	Being_rotted						100	0	2	mouldy	 	 	 	 
Being_up_to_it	Possibility	Capability	Being_up_to_it						12	0	2	to	 	 	 	 
Being_wet	Attributes	Gradable_attributes	Being_wet						325	6	2	drench	 	 	 	 
Besieging	Event	Objective_influence	Transitive_action	Intentionally_affect	Attack	Besieging			30	24	5	siege	 	 	 	 
Beyond_compare	Attributes	Gradable_attributes	Position_on_a_scale	Surpassing	Beyond_compare				91	0	4	without peer	 	 	 	 
Billing	Event	Getting	Commerce_collect	Billing					12	6	3	bill	 	 	 	 
Biological_area	Locale	Biological_area							597	2	1	desert	 	 	 	x
Biological_classification	Type	Biological_classification							8	0	1	genus	 	 	 	 
Biological_entity	Entity	Biological_entity							9	0	1	human	 	 	 	 
Biological_mechanisms	Biological_mechanisms								1	1	0	increase	 	 	 	 
Biological_urge	Attributes	Gradable_attributes	Biological_urge						699	4	2	hungry	 	 	 	 
Birth_scenario	Event	Birth_scenario							0	0	1		 	 	 	 
Board_vehicle	Ride_vehicle	Board_vehicle							34	32	1	board	 	 	 	 
Body_decoration	Entity	Artifact	Body_decoration						119	0	2	lipstick	 	 	 	 
Body_description_holistic	Attributes	Gradable_attributes	Body_description_holistic						580	0	2	brawny	 	 	 	 
Body_description_part	Attributes	Gradable_attributes	Body_description_part						114	0	2	blonde	 	 	 	 
Body_mark	Entity	Physical_entity	Body_mark						248	0	2	callus	 	 	 	 
Body_movement	Being_included	Part_piece	Part_whole	Shaped_part	Body_parts	Body_movement			1478	1431	5	jiggle	x	 	 	 
Body_parts	Being_included	Part_piece	Part_whole	Shaped_part	Body_parts				2794	0	4	pupil	 	 	 	 
Bond_maturation	Repayment	Bond_maturation							25	5	1	mature	 	 	 	 
Borrowing	Event	Getting	Receiving	Borrowing					25	25	3	borrow	 	 	 	 
Boundary	Boundary								29	0	0	boundary	 	 	 	 
Bounded_entity	Entity	Physical_entity	Bounded_entity						0	0	2		 	 	 	x
Bounded_region	Image_schema	Bounded_region							0	0	1		 	 	 	 
Bragging	Judgment_communication	Bragging							111	79	1	boast	 	 	 	x
Breaking_apart	Breaking_apart								6	3	0	shatter	 	 	 	 
Breaking_off	Breaking_off								5	5	0	chip	 	 	 	 
Breaking_out_captive	Event	Objective_influence	Transitive_action	Intentionally_affect	Breaking_out_captive				10	10	4	free	 	 	 	 
Breathing	Event	Motion	Fluidic_motion	Breathing					274	174	3	sigh	x	 	 	 
Bringing	Event	Objective_influence	Transitive_action	Cause_motion	Bringing				513	476	4	transport	x	 	x	 
Building	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Building			604	461	5	construction	 	 	 	 
Building_subparts	Locale	Building_subparts							1558	0	1	lavatory	 	 	 	x
Buildings	Entity	Artifact	Buildings						1847	0	2	citadel	 	 	 	x
Bungling	Event	Intentionally_act	Bungling						113	68	2	fiasco	 	 	 	 
Burying	Event	Objective_influence	Transitive_action	Placing	Burying				30	30	4	bury	x	 	x	 
Business_closure	Success_or_failure	Endeavor_failure	Business_closure						9	1	2	went under	 	 	 	 
Businesses	Commerce_scenario	Businesses							472	1	1	business	 	 	 	 
Cache	Aggregate	Store	Cache						45	2	2	cache	x	 	x	 
Calendric_unit	Location_in_time	Calendric_unit							1312	0	1	Day	 	 	 	 
Candidness	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Candidness		395	0	6	candid	 	 	 	 
Capability	Possibility	Capability							755	191	1	able	 	 	 	 
Capacity	Possibility	Capability	Capacity						50	48	2	seat	 	 	 	 
Capital_stock	Possession	Capital_stock							16	0	1	common	 	 	 	 
Cardinal_numbers	Cardinal_numbers								769	1	0	thirty	 	 	 	 
Carry_goods	Event	Eventive_affecting	Lose_possession	Giving	Commerce_sell	Carry_goods			21	21	5	carry	x	 	x	 
Catastrophe	Event	Eventive_affecting	Catastrophe						316	68	2	victim	 	 	 	 
Catching_fire	Catching_fire								32	32	0	combust	 	 	 	 
Categorization	Instance	Categorization							558	416	1	categorisation	 	 	 	 
Causation	Event	Eventive_affecting	Causation						632	464	2	bring	 	 	 	 
Causation_scenario	Alternativity	Conditional_scenario	Causation_scenario						2	2	2	make	 	 	 	 
Cause_bodily_experience	Event	Objective_influence	Transitive_action	Cause_bodily_experience					10	9	3	scratch	 	 	 	 
Cause_change	Event	Objective_influence	Transitive_action	Cause_change					264	232	3	turn	 	 	 	 
Cause_change_of_consistency	Event	Objective_influence	Transitive_action	Cause_change_of_consistency					45	44	3	thin	 	 	 	 
Cause_change_of_phase	Event	Objective_influence	Transitive_action	Cause_change_of_phase					77	76	3	solidify	 	 	 	 
Cause_change_of_position_on_a_scale	Event	Objective_influence	Transitive_action	Cause_change_of_position_on_a_scale					311	279	3	increase	 	 	 	 
Cause_change_of_strength	Event	Objective_influence	Transitive_action	Cause_change_of_strength					95	95	3	weaken	 	 	 	 
Cause_emotion	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_emotion				92	64	4	affront	 	 	 	 
Cause_expansion	Event	Objective_influence	Transitive_action	Cause_expansion					289	181	3	swell	 	 	 	 
Cause_fluidic_motion	Event	Objective_influence	Transitive_action	Cause_motion	Cause_fluidic_motion				149	149	4	spatter	 	 	x	 
Cause_harm	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm				1294	1276	4	injure	 	 	 	 
Cause_impact	Event	Objective_influence	Transitive_action	Cause_impact					295	294	3	slam	 	 	 	 
Cause_motion	Event	Objective_influence	Transitive_action	Cause_motion					904	903	3	propel	 	 	x	 
Cause_proliferation_in_number	Event	Objective_influence	Transitive_action	Cause_change_of_position_on_a_scale	Cause_proliferation_in_number				2	0	4	proliferation	 	 	 	 
Cause_temperature_change	Event	Objective_influence	Transitive_action	Cause_temperature_change					160	157	3	heat	 	 	 	 
Cause_to_amalgamate	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_amalgamate				186	185	4	unify	 	 	 	 
Cause_to_be_dry	Event	Objective_influence	Transitive_action	Cause_to_be_dry					120	109	3	dehydrate	 	 	 	 
Cause_to_be_included	Event	Objective_influence	Transitive_action	Cause_to_be_included					56	56	3	add	 	 	 	 
Cause_to_be_sharp	Event	Objective_influence	Transitive_action	Cause_to_be_sharp					32	32	3	sharpen	 	 	 	 
Cause_to_be_wet	Event	Objective_influence	Transitive_action	Cause_to_be_wet					94	93	3	soak	 	 	 	 
Cause_to_continue	Event	Objective_influence	Transitive_action	Cause_to_continue					48	47	3	keep	 	 	 	 
Cause_to_end	Event	Objective_influence	Transitive_action	Cause_to_end					98	91	3	lift	 	 	 	 
Cause_to_experience	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_experience				25	25	4	terrorize	 	 	 	 
Cause_to_fragment	Event	Objective_influence	Transitive_action	Cause_to_fragment					238	236	3	smash	 	 	 	 
Cause_to_land	Event	Eventive_affecting	Arriving	Vehicle_landing	Cause_to_land				9	6	4	land	 	x	 	 
Cause_to_make_noise	Event	Objective_influence	Transitive_action	Cause_to_make_noise					104	52	3	toot	 	 	 	 
Cause_to_make_progress	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_make_progress				307	263	4	improve	 	 	 	 
Cause_to_move_in_place	Event	Objective_influence	Transitive_action	Cause_to_move_in_place					89	89	3	turn	 	 	 	 
Cause_to_perceive	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive				83	83	4	point	 	 	 	 
Cause_to_resume	Event	Objective_influence	Transitive_action	Cause_to_resume					33	33	3	revive	 	 	 	 
Cause_to_rot	Event	Objective_influence	Transitive_action	Cause_to_rot					2	2	3	rot	 	 	 	 
Cause_to_start	Event	Eventive_affecting	Causation	Cause_to_start					136	136	3	arouse	 	 	 	 
Cause_to_wake	Event	Objective_influence	Transitive_action	Cause_to_wake					95	95	3	wake	 	 	 	 
Ceasing_to_be	Event	Transition_to_state	Ceasing_to_be						11	11	2	disappear	 	 	 	 
Certainty	Attributes	Gradable_attributes	Certainty						592	108	2	skeptical	 	 	 	 
Change_accessibility	Event	Objective_influence	Transitive_action	Intentionally_affect	Change_accessibility				58	33	4	cordon off	 	 	 	 
Change_direction	Event	Motion	Change_direction						59	57	2	turn	x	 	 	 
Change_event_duration	Event	Objective_influence	Transitive_action	Cause_change	Change_event_duration				47	42	4	prolong	 	 	 	 
Change_event_time	Event	Objective_influence	Transitive_action	Cause_change	Change_event_time				149	145	4	postpone	 	 	 	 
Change_of_consistency	Event	Change_of_consistency							74	66	1	congeal	 	 	 	 
Change_of_leadership	Event	Objective_influence	Transitive_action	Intentionally_affect	Appointing	Change_of_leadership			376	148	5	topple	 	 	 	 
Change_of_phase	Change_of_phase								134	134	0	freeze	 	 	 	 
Change_of_phase_scenario	Change_of_phase_scenario								5	5	0	freeze	 	 	 	 
Change_of_quantity_of_possession	Event	Change_position_on_a_scale	Change_of_quantity_of_possession						5	5	2	lose	 	 	 	 
Change_of_temperature	Event	Change_position_on_a_scale	Change_of_temperature						31	30	2	off	 	 	 	 
Change_operational_state	Event	Objective_influence	Transitive_action	Intentionally_affect	Change_operational_state				77	72	4	kill	 	 	 	 
Change_position_on_a_scale	Event	Change_position_on_a_scale							1322	1017	1	climb	 	 	 	 
Change_post-state	Change_post-state								2	0	0	unchanged	 	 	 	 
Change_posture	Event	Intentionally_act	Change_posture						499	455	2	sit up	 	 	 	 
Change_resistance	Event	Objective_influence	Transitive_action	Cause_change_of_strength	Change_resistance				2	1	4	brace	 	 	 	 
Change_tool	Event	Intentionally_act	Change_tool						12	12	2	change	 	 	 	 
Chaos	State	Chaos							88	0	1	chaos	 	 	 	x
Chatting	Reciprocality	Chatting							362	227	1	talk	 	 	 	 
Chemical-sense_description	Attributes	Gradable_attributes	Chemical-sense_description						387	10	2	bitter	 	 	 	 
Chemical_potency	Attributes	Gradable_attributes	Chemical_potency						2	0	2	strong	 	 	 	 
Choosing	Deciding	Choosing							111	81	1	selection	 	 	 	 
Circumscribed_existence	State	Existence	Circumscribed_existence						16	16	2	appear	 	 	 	x
Citing	Citing								10	6	0	summons	 	 	 	 
Claim_ownership	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Claim_ownership		54	24	6	claim	 	 	 	 
Clemency	Event	Intentionally_act	Clemency						37	0	2	clemency	 	 	 	 
Closure	Event	Objective_influence	Transitive_action	Intentionally_affect	Closure				141	141	4	tie	 	 	 	 
Clothing	Entity	Artifact	Clothing						3212	0	2	dress	 	 	 	 
Clothing_parts	Entity	Artifact	Clothing	Clothing_parts					425	0	3	sleeve	 	 	 	 
Co-association	Co-association								2	0	0	colleague	 	 	 	 
Cogitation	Mental_activity	Cogitation							517	361	1	wonder	 	 	 	 
Cognitive_connection	Cognitive_connection								207	11	0	associate	 	 	 	 
Cognitive_impact	Cognitive_impact								43	43	0	strike	 	 	 	 
Coincidence	Event	Coincidence							51	22	1	coincidence	 	 	 	 
Collaboration	Reciprocality	Collaboration							443	119	1	confederate	 	 	 	 
Collocation_image_schema	Image_schema	Collocation_image_schema							0	0	1		 	 	 	 
Colonization	Residence	Colonization							87	48	1	repopulate	 	 	 	 
Color	Attributes	Gradable_attributes	Color						202	0	2	yellow	 	 	 	 
Color_qualities	Attributes	Gradable_attributes	Color_qualities						92	0	2	dark	 	 	 	 
Come_down_with	Event	Eventive_affecting	Come_down_with						6	6	2	contract	 	 	 	 
Come_into_effect	Event	Process_start	Come_into_effect						5	1	2	take effect	 	 	 	 
Come_together	Event	Come_together							131	124	1	meet	 	 	 	 
Coming_to_be	Event	Coming_to_be							210	185	1	evolution	 	 	 	 
Coming_to_believe	Event	Coming_to_believe							773	577	1	inference	 	 	 	 
Coming_up_with	Event	Eventive_affecting	Coming_up_with						403	339	2	conceive	 	 	 	 
Commemorative	Commemorative								14	0	0	April Fool's Day	 	 	 	 
Commerce_buy	Event	Getting	Commerce_buy						397	258	2	buy	 	 	 	 
Commerce_collect	Event	Getting	Commerce_collect						8	8	2	collect	 	 	 	 
Commerce_goods-transfer	Event	Eventive_affecting	Transfer	Commerce_goods-transfer					5	5	3	buy	 	 	 	 
Commerce_money-transfer	Event	Eventive_affecting	Transfer	Commerce_money-transfer					6	6	3	buy	 	 	 	 
Commerce_pay	Event	Eventive_affecting	Lose_possession	Giving	Commerce_pay				175	99	4	pay	 	 	 	 
Commerce_scenario	Commerce_scenario								138	1	0	price	 	 	 	 
Commerce_sell	Event	Eventive_affecting	Lose_possession	Giving	Commerce_sell				358	201	4	auction	 	 	 	 
Commercial_transaction	Reciprocality	Commercial_transaction							10	0	1	transaction	 	 	 	 
Commitment	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Commitment		648	421	6	promise	 	 	 	 
Committing_crime	Event	Misdeed	Committing_crime						81	61	2	crime	 	 	 	 
Commonality	Reciprocality	Commonality							95	3	1	common	 	 	 	 
Communicate_categorization	Categorization	Communicate_categorization							417	329	1	paint	 	 	 	 
Communication	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication			125	111	5	say	 	 	 	 
Communication_manner	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Communication_manner		911	911	6	babble	 	 	 	 
Communication_means	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Communication_means		45	45	6	cable	 	 	 	 
Communication_noise	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Communication_noise		1232	1218	6	croon	 	 	 	 
Communication_response	Event	Eventive_affecting	Response	Communication_response					565	362	3	acknowledge	 	 	 	 
Commutation	Event	Intentionally_act	Clemency	Commutation					24	24	3	commute	 	 	 	 
Commutative_process	Commutative_process								1	1	0	add	 	 	 	 
Commutative_statement	Commutative_statement								1	1	0	sum	 	 	 	 
Compatibility	Attributes	Gradable_attributes	Compatibility						386	122	2	compatible	 	 	 	 
Competition	Event	Intentionally_act	Competition						201	52	2	rival	 	 	 	 
Complaining	Statement	Complaining							239	161	1	grumble	 	 	 	 
Completeness	Attributes	Gradable_attributes	Completeness						171	1	2	complete	 	 	 	 
Compliance	Satisfying	Compliance							604	362	1	lawless	 	 	 	 
Concessive	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Concessive		160	0	6	however	 	 	 	 
Condition_symptom_relation	Attributes	Gradable_attributes	Medical_conditions	Condition_symptom_relation					3	1	3	cause	 	 	 	 
Conditional_occurrence	Conditional_occurrence								646	0	0	if	 	 	 	 
Conditional_scenario	Alternativity	Conditional_scenario							12	0	1	if	 	 	 	 
Conduct	Event	Intentionally_act	Conduct						230	159	2	manner	 	 	 	 
Conferring_benefit	Event	Eventive_affecting	Lose_possession	Giving	Conferring_benefit				87	2	4	benefit	 	 	 	 
Confronting_problem	Event	Intentionally_act	Confronting_problem						19	19	2	face	 	 	 	 
Connecting_architecture	Being_included	Part_piece	Part_whole	Shaped_part	Architectural_part	Connecting_architecture			105	0	5	stair	 	 	 	 
Connectors	Entity	Artifact	Connectors						301	1	2	chain	 	 	 	 
Conquering	Conquering								89	81	0	conquer	 	 	 	 
Contacting	Event	Intentionally_act	Contacting						502	427	2	reach	 	 	 	 
Container_focused_placing	Event	Objective_influence	Transitive_action	Container_focused_placing					7	7	3	brush	 	 	 	 
Container_focused_removing	Event	Objective_influence	Transitive_action	Container_focused_removing					10	9	3	clear	 	 	 	 
Containers	Relation	Basis_for_attribute	Locative_relation	Containing	Containers				2151	0	4	suitcase	 	 	 	x
Containing	Relation	Basis_for_attribute	Locative_relation	Containing					87	87	3	house	 	 	 	x
Containment_scenario	Containment_scenario								0	0	0		 	 	 	 
Contingency	Contingency								323	209	0	determine	 	 	 	 
Continued_state_of_affairs	State_continue	Continued_state_of_affairs							150	0	1	still	 	 	 	x
Contrary_circumstances	Concessive	Contrary_circumstances							9	0	1	in the face of	 	 	 	 
Contrition	State	Emotions	Contrition						216	26	2	rue	 	 	 	x
Control	Event	Objective_influence	Control						27	9	2	control	 	 	 	 
Controller_object	Entity	Artifact	Controller_object						66	0	2	button	 	 	 	 
Convey_importance	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Convey_importance		114	112	6	underline	 	 	 	 
Convoy	Aggregate	Convoy							113	3	1	convoy	x	 	x	 
Cooking_creation	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Cooking_creation			132	106	5	baked	 	 	 	 
Corporal_punishment	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm	Corporal_punishment			48	24	5	flog	 	 	 	 
Correctness	Attributes	Gradable_attributes	Correctness						168	0	2	correctness	 	 	 	 
Corroding	Corroding								26	26	0	rust	 	 	 	 
Corroding_caused	Event	Objective_influence	Transitive_action	Corroding_caused					17	17	3	corrode	 	 	 	 
Cotheme	Event	Motion	Self_motion	Cotheme					741	667	3	lead	x	 	 	 
Counterattack	Event	Objective_influence	Transitive_action	Intentionally_affect	Attack	Counterattack			40	14	5	counterattack	 	 	 	 
Court_examination	Questioning	Court_examination							57	29	1	cross-examine	 	 	 	 
Craft	Custom	Craft							32	0	1	craft	 	 	 	 
Create_physical_artwork	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Create_physical_artwork			45	39	5	draw	 	 	 	 
Create_representation	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Create_physical_artwork	Create_representation		61	61	6	paint	 	 	 	 
Creating	Event	Objective_influence	Transitive_action	Creating					225	217	3	produce	 	 	 	 
Crime_scenario	Crime_scenario								0	0	0		 	 	 	 
Criminal_investigation	Event	Intentionally_act	Attempt	Work	Seeking_to_achieve	Seeking	Criminal_investigation		137	58	6	investigation	 	 	 	 
Criminal_process	Criminal_process								0	0	0		 	 	 	 
Cure	Event	Objective_influence	Transitive_action	Cure					501	234	3	heal	 	 	 	 
Custom	Attributes	Gradable_attributes	Frequency	Custom					321	0	3	traditionally	 	 	 	 
Cutting	Event	Objective_influence	Transitive_action	Intentionally_affect	Cutting				62	62	4	slice	 	 	 	 
Cycle_of_existence_scenario	Entity	Cycle_of_existence_scenario							0	0	1		 	 	 	 
Cycle_of_life_and_death	Cycle_of_existence_scenario	Cycle_of_life_and_death							1	0	1	dead	 	 	 	 
Damaging	Event	Objective_influence	Transitive_action	Damaging					119	102	3	rip	 	 	 	 
Daring	Event	Intentionally_act	Daring						86	71	2	risk	 	 	 	 
Dead_or_alive	State	Dead_or_alive							189	26	1	alive	 	 	 	x
Death	Event	Transition_to_state	Ceasing_to_be	Death					305	165	3	pass away	 	 	 	 
Deception_end	Deception_end								0	0	0		 	 	 	 
Deception_scenario	Deception_scenario								0	0	0		 	 	 	 
Deception_success	Deception_end	Deception_success							0	0	1		 	 	 	 
Deciding	Event	Intentionally_act	Deciding						101	74	2	decision	 	 	 	 
Defending	Event	Objective_influence	Transitive_action	Intentionally_affect	Attack	Defending			108	36	5	defender	 	 	 	 
Degree	Importance	Degree							97	0	1	totally	 	 	 	 
Degree_of_processing	Event	Objective_influence	Transitive_action	Intentionally_affect	Processing_materials	Degree_of_processing			93	0	5	raw	 	 	 	 
Delimitation_of_diversity	Attributes	Gradable_attributes	Position_on_a_scale	Delimitation_of_diversity					35	26	3	from to	 	 	 	 
Delimited_state_scenario	Delimited_state_scenario								0	0	0		 	 	 	 
Delivery	Sending	Delivery							174	84	1	deliver	x	 	x	 
Deny_or_grant_permission	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Deny_or_grant_permission		216	153	6	outlaw	 	 	 	 
Departing	Event	Eventive_affecting	Departing						643	542	2	departure	x	x	 	 
Deserving	Required_event	Deserving							101	93	1	worth	 	 	 	 
Desirability	Attributes	Gradable_attributes	Desirability						1506	0	2	desirable	 	 	 	 
Desirable_event	Attributes	Gradable_attributes	Desirability	Desirable_event					151	137	3	should	 	 	 	 
Desiring	Experiencer_focus	Desiring							972	486	1	care	 	 	 	x
Destiny	Event	Eventive_affecting	Destiny						44	1	2	destine	 	 	 	 
Destroying	Event	Objective_influence	Transitive_action	Destroying					334	287	3	blow up	 	 	 	 
Detaching	Event	Objective_influence	Transitive_action	Intentionally_affect	Detaching				49	49	4	untie	 	 	 	 
Detaining	Event	Objective_influence	Transitive_action	Intentionally_affect	Inhibit_movement	Detaining			135	69	5	custody	 	 	 	 
Detonate_explosive	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Detonate_explosive			57	57	5	detonate	 	 	 	 
Differentiation	Mental_activity	Differentiation							174	155	1	differentiate	 	 	 	 
Difficulty	Attributes	Gradable_attributes	Difficulty						658	0	2	easy	 	 	 	 
Dimension	Dimension								354	4	0	area	 	 	 	 
